Date,RV_1D,RET_1D,RET_1M,IV_Butterfly,IV_TERM_3M_1M,CRUDE_OIL_YoY
2005-01-03,0.1488022194123369,-0.008119347811736843,0.009159062098608839,0.0038000000000000117,0.011600000000000013,0.24689165186500883
2005-01-04,0.1192827197740109,-0.011671436177292716,-0.0018483511867255498,0.004100000000000006,0.011600000000000013,0.3029673590504449
2005-01-05,0.121518642777945,-0.0036277934430368752,0.00565806912019573,0.0032000000000000084,0.009800000000000003,0.29060083283759686
2005-01-06,0.1118606799720433,0.0035058374305170226,0.004294857162181698,0.00385000000000002,0.009500000000000008,0.3407886992348441
2005-01-07,0.1291146455190036,-0.0014311089410635747,-0.002564663146210955,0.003700000000000009,0.009699999999999986,0.3241037598367822
2005-01-10,0.097035008708457,0.003414292819868603,0.0018855218855218236,0.0029,0.01029999999999999,0.3055875576036866
2005-01-11,0.1053146131469468,-0.00609120849576561,-0.01308939833817202,0.0038499999999999923,0.011399999999999993,0.32674992738890496
2005-01-12,0.1250512862606074,0.003981436867598331,-0.01302996559690206,0.0027499999999999886,0.010499999999999995,0.34405797101449265
2005-01-13,0.087471085061883,-0.00863012545255537,-0.023446571343263778,0.0022999999999999965,0.01029999999999999,0.4366028708133971
2005-01-14,0.0945439200496537,0.006004501252707017,-0.015533448026529117,0.0028500000000000053,0.012499999999999997,0.37952666096378684
2005-01-18,0.0891969190288449,0.009674804984297403,0.0011132967814839745,0.0025000000000000022,0.008900000000000005,0.3364640883977901
2005-01-19,0.1053844106401631,-0.009490125252930581,-0.017279710649876323,0.0034499999999999947,0.009499999999999995,0.37507229612492776
2005-01-20,0.1198656574606541,-0.007783020858833534,-0.0282414411733094,0.003600000000000006,0.00789999999999999,0.3429716576009161
2005-01-21,0.1037330245550267,-0.006414782926808638,-0.03492186789849039,0.003449999999999981,0.00839999999999999,0.38895248998282783
2005-01-24,0.1279125155591167,-0.003527789908123191,-0.038326460793468575,0.0039000000000000146,0.0068000000000000005,0.4160139251523065
2005-01-25,0.0959033596498098,0.004004296455424328,-0.030300766855890893,0.004250000000000004,0.008099999999999996,0.4548651817116063
2005-01-26,0.0911088420801991,0.00484418996756264,-0.032524679862221295,0.004549999999999985,0.009299999999999989,0.4509220701963119
2005-01-27,0.0879714194495221,0.000408834226238719,-0.03205735712225477,0.004650000000000001,0.009400000000000006,0.4885705577567814
2005-01-28,0.0980764110678827,-0.002715933761866296,-0.03476576984879076,0.004350000000000007,0.007599999999999996,0.4275340393343421
2005-01-31,0.092686975029654,0.008460251331785296,-0.025290448214403627,0.002149999999999999,0.006600000000000009,0.3779302458547744
2005-02-01,0.0781578509600077,0.006890888619875302,-0.010540063889258544,0.004049999999999998,0.0097,0.3818181818181816
2005-02-02,0.0836198652882578,0.003178046258228928,0.0043264172383317145,0.003799999999999998,0.008300000000000002,0.410574018126888
2005-02-03,0.0733080064302589,-0.002765695320946282,0.005195397637994814,0.004049999999999998,0.00789999999999999,0.4041717049576785
2005-02-04,0.0845549657311564,0.011043037591710103,0.012745287863354271,0.004500000000000004,0.007999999999999993,0.4310344827586208
2005-02-07,0.0671121586206839,-0.0010889171508606799,0.013092337652484076,0.005400000000000002,0.006699999999999998,0.3792263173926289
2005-02-08,0.0795203871223439,0.00048264154711574747,0.010132410270197623,0.004699999999999996,0.007000000000000006,0.3404192500738117
2005-02-09,0.2138487907778659,-0.008575230807618683,0.007607841148276728,0.0016499999999999987,0.005100000000000007,0.33705882352941186
2005-02-10,0.0841825399939138,0.004211444726885283,0.0078386798012966,0.0033000000000000113,0.006100000000000008,0.3861094761624486
2005-02-11,0.1149314601936232,0.006925589594071857,0.02365280903647715,0.003599999999999992,0.0059000000000000025,0.36458333333333304
2005-02-14,0.0550323281852638,0.0006969219281507399,0.018252119001789913,0.003850000000000006,0.005400000000000002,0.3726851851851851
2005-02-15,0.0773735309598477,0.0033080736896213825,0.021620572046060937,0.0033500000000000058,0.006099999999999994,0.3429951690821256
2005-02-16,0.0919837767067589,0.00017353507474382468,0.012006889747320004,0.003799999999999998,0.008000000000000007,0.36332863187588127
2005-02-17,0.0873174990774004,-0.00792339342664039,0.013607624321517964,0.003949999999999995,0.006500000000000006,0.3205555555555555
2005-02-18,0.0927131014715456,0.0006995627732666598,0.022273079180881394,0.004200000000000009,0.012200000000000003,0.3581460674157304
2005-02-22,0.1202691181872864,-0.014505779841709643,0.017538131041890503,0.0020999999999999908,0.0024999999999999883,0.4791787160208214
2005-02-23,0.0961167919147576,0.005607350358059593,0.019162793882284257,0.003149999999999986,0.006999999999999992,0.4341367713004485
2005-02-24,0.1106454133112853,0.007893852872018936,0.02225591319086595,0.003949999999999995,0.009899999999999992,0.44719797240214043
2005-02-25,0.0887952550951197,0.00930678220296599,0.03134817589715211,0.0036500000000000005,0.00739999999999999,0.42394911504424804
2005-02-28,0.0915766492186403,-0.006414225216077596,0.027523562354869524,0.004699999999999996,0.005400000000000002,0.4039609332609875
2005-03-01,0.0999078608522373,0.005658025922233412,0.024668365403337278,0.0034000000000000002,0.006099999999999994,0.40971085651936723
2005-03-02,0.1075380870466454,-0.00027263489230933136,0.017378364062854645,0.0036500000000000005,0.0063,0.4818435754189945
2005-03-03,0.1062430046905936,0.00032229274097583804,0.014482186407864583,0.004349999999999993,0.0059999999999999915,0.46206331877729245
2005-03-04,0.1106841093231352,0.009632622039373206,0.027094941549218765,0.004500000000000018,0.008199999999999999,0.4433709071390233
2005-03-07,0.084860456955077,0.0026020145156406826,0.018519903909295587,0.005150000000000002,0.009300000000000003,0.4736122504785343
2005-03-08,0.0880017880870522,-0.004798785613436496,0.014737209999001522,0.004849999999999993,0.007800000000000001,0.504685777287762
2005-03-09,0.1134607509004614,-0.010185086474828409,0.003917491474673573,0.0031000000000000055,0.004799999999999999,0.517174515235457
2005-03-10,0.1207624243357828,0.0018558255523981604,0.014479987248215087,0.003600000000000006,0.007299999999999987,0.45568243610657966
2005-03-11,0.2329176004939846,-0.007583212735166489,0.00256472377006034,0.0022999999999999965,0.006999999999999992,0.5040066316662062
2005-03-14,0.0941140333878932,0.0056246250249982754,0.0012693935119887367,0.002699999999999994,0.0076999999999999985,0.46768162393162416
2005-03-15,0.0897737697225814,-0.007523843457653445,-0.006956074750858243,0.003600000000000006,0.0087,0.46878335112059766
2005-03-16,0.1080829065357154,-0.00808182007931546,-0.01822944642311175,0.00315,0.006900000000000003,0.47878470403352535
2005-03-17,0.0932300676597698,0.001801240667637538,-0.01663169026885003,0.0024000000000000132,0.01369999999999999,0.4869496440812022
2005-03-18,0.1192414250837822,-0.00047050520496383363,-0.00924422236102429,0.004799999999999999,0.014799999999999994,0.48949579831932777
2005-03-21,0.1113261326890158,-0.004925818518051628,-0.014813705173977731,0.0035499999999999976,0.011999999999999997,0.5257343034222581
2005-03-22,0.1291735375502261,-0.010204512624705342,-0.024867051157216546,0.004050000000000012,0.009600000000000011,0.496128170894526
2005-03-23,0.137281006666274,0.0006998318696604944,-0.009821307931360712,0.004800000000000013,0.01390000000000001,0.45393136990002714
2005-03-24,0.0977475013588018,-0.0009466708740927254,-0.016274773261672704,0.0038499999999999923,0.016299999999999995,0.5443537031822023
2005-03-28,0.0875322886402906,0.0024414812791311302,-0.030618225645343666,0.004199999999999995,0.011900000000000008,0.5246826516220027
2005-03-29,0.1180957375119813,-0.007596144020165618,-0.03177135260884012,0.00385000000000002,0.011099999999999999,0.496
2005-03-30,0.100064942110835,0.0137725681334524,-0.02395882386959791,0.0030999999999999917,0.013899999999999982,0.5097874720357942
2005-03-31,0.0997626658069515,-0.0006940858804311834,-0.024370289567631875,0.0021499999999999853,0.010699999999999987,0.6165742632039684
2005-04-01,0.1436094275703346,-0.006496751624187724,-0.031021008368650183,0.0035499999999999837,0.011700000000000002,0.6653096830473975
2005-04-04,0.0996040229431435,0.0027282338096372705,-0.037647386120952975,0.0012000000000000066,0.013100000000000014,0.6582315299592785
2005-04-05,0.0936499995015354,0.004480835288916296,-0.03584399050036302,0.0018499999999999905,0.013300000000000006,0.6025164426651415
2005-04-06,0.1055669171974324,0.0022685142078398,-0.02899715440820727,0.001449999999999993,0.011100000000000013,0.5449515905947442
2005-04-07,0.09103738416835,0.005970930772674077,-0.013148192641320167,0.001350000000000004,0.012999999999999998,0.45691976305869675
2005-04-08,0.1025026938477139,-0.008344946857632207,-0.02319619598924949,0.0020999999999999908,0.011799999999999991,0.4356488960689284
2005-04-11,0.1086482256378924,8.465966813364645e-06,-0.015723951736550834,0.0020999999999999908,0.0116,0.419397463002114
2005-04-12,0.1167029553487205,0.00554516131763183,-0.015801728495314138,0.0025499999999999967,0.0126,0.3937113679118516
2005-04-13,0.1051932493592119,-0.0117616353472082,-0.02000417449384262,0.003250000000000003,0.010699999999999987,0.36764705882352944
2005-04-14,0.1413901531292203,-0.010001789076410583,-0.0219010664354794,0.002700000000000008,0.009599999999999997,0.36092627096087315
2005-04-15,0.1652001065709578,-0.016720450927240726,-0.03998454054326561,0.002349999999999991,0.0019000000000000128,0.3378378378378377
2005-04-18,0.1834884862175227,0.0029406101766118464,-0.03670827554322709,0.0023999999999999855,0.0031999999999999806,0.3460716194548368
2005-04-19,0.1189279594957558,0.005933785929946422,-0.026195524544049165,0.001899999999999985,0.005599999999999994,0.39069148936170195
2005-04-20,0.1641305625930383,-0.01325491420739433,-0.029196644220839674,0.00360000000000002,0.0012000000000000066,0.4676742233417297
2005-04-21,0.1615391169161321,0.019736263736263693,-0.010728936573051406,0.004200000000000009,0.009500000000000008,0.47643693816398813
